train_loss,train_acc,test_loss,test_acc,time
1.0627974271774292,0.3151021897792816,0.9736900925636292,0.2745395004749298,3.076965808868408
0.9792023301124573,0.44719910621643066,0.9256699681282043,0.7292455434799194,3.1103062629699707
0.9308305978775024,0.6243376135826111,0.9096615314483643,0.7292455434799194,3.130277156829834
0.9099150896072388,0.6777063012123108,0.8910102844238281,0.7292455434799194,3.1200196743011475
0.8914545178413391,0.6985238194465637,0.8696921467781067,0.7292455434799194,3.0594685077667236
0.8703240752220154,0.707797110080719,0.847693920135498,0.7292455434799194,3.0328991413116455
0.8533140420913696,0.7108251452445984,0.8261909484863281,0.7292455434799194,3.102324962615967
0.8327383995056152,0.7146101593971252,0.8060343861579895,0.7292455434799194,3.1198153495788574
0.8184226155281067,0.7218016386032104,0.7875034213066101,0.7292455434799194,3.1422500610351562
0.7984122037887573,0.7225586771965027,0.7703899145126343,0.7292455434799194,3.104769706726074
0.7914190292358398,0.722180187702179,0.756379246711731,0.7292455434799194,3.087369918823242
0.7866265177726746,0.7233156561851501,0.7445234060287476,0.7292455434799194,2.990551233291626
0.7740364670753479,0.7238834500312805,0.7333068251609802,0.7292455434799194,3.062864065170288
0.7629477381706238,0.7242619395256042,0.7215683460235596,0.7292455434799194,3.0405592918395996
0.7536343336105347,0.7248296737670898,0.70951247215271,0.7292455434799194,3.1242055892944336
0.735660195350647,0.7252081632614136,0.6978299021720886,0.7292455434799194,3.124783992767334
0.7240253686904907,0.724640429019928,0.6866655349731445,0.7292455434799194,3.1392691135406494
0.7130727767944336,0.725775957107544,0.6763959527015686,0.7292455434799194,3.096710205078125
0.6970008015632629,0.730696439743042,0.6662198901176453,0.7294978499412537,3.072920083999634
0.687522828578949,0.733156681060791,0.6558883190155029,0.7426192164421082,3.110084295272827
0.6753734350204468,0.7437547445297241,0.6448876261711121,0.764824628829956,3.069031000137329
0.6691337823867798,0.7513247728347778,0.6320289373397827,0.7784506678581238,3.1251890659332275
0.6507104635238647,0.7617335319519043,0.6162306070327759,0.785011351108551,3.1042118072509766
0.6425483822822571,0.7651400566101074,0.5986462831497192,0.7885440587997437,3.1197307109832764
0.6233643293380737,0.7738455533981323,0.5805410146713257,0.7903103828430176,3.1115005016326904
0.6140093207359314,0.7795230746269226,0.5647168159484863,0.7900580167770386,3.10477352142334
0.5999160408973694,0.7799015641212463,0.5522509813308716,0.7981327176094055,3.07344126701355
0.6000362634658813,0.7763058543205261,0.5414918661117554,0.8110017776489258,3.1163980960845947
0.5888227224349976,0.786146879196167,0.5313306450843811,0.8160484433174133,3.1253583431243896
0.5780190229415894,0.79466313123703,0.5234434604644775,0.8337118625640869,3.10720157623291
0.5719287395477295,0.8022331595420837,0.5187833905220032,0.8397678732872009,3.099761486053467
0.5612205266952515,0.8099924325942993,0.5141649842262268,0.8460761904716492,3.071300506591797
0.56657874584198,0.8033686876296997,0.508231520652771,0.8531415462493896,3.129469633102417
0.5528693199157715,0.8092354536056519,0.49990206956863403,0.8564218878746033,3.0880513191223145
0.5442773699760437,0.8160484433174133,0.4908654987812042,0.8551602363586426,3.111405611038208
0.5426700115203857,0.817562460899353,0.4830561876296997,0.8554125428199768,3.11617374420166
0.5272032022476196,0.8234292268753052,0.47665348649024963,0.8551602363586426,3.0939483642578125
0.5257835388183594,0.8196442127227783,0.47120529413223267,0.8617209196090698,3.1047866344451904
0.5214100480079651,0.8241862058639526,0.4666948914527893,0.87030029296875,3.0503242015838623
0.5140447020530701,0.8306207656860352,0.4630831480026245,0.8748422861099243,3.0859408378601074
0.5097033977508545,0.8315669894218445,0.4600134491920471,0.876103937625885,3.139803171157837
0.5036156177520752,0.8395155072212219,0.4557967782020569,0.8786273002624512,3.1330199241638184
0.49657362699508667,0.8412187695503235,0.45051419734954834,0.8798889517784119,3.1165828704833984
0.49295347929000854,0.8434897661209106,0.44538363814353943,0.8798889517784119,3.179603338241577
0.48923274874687195,0.8446252942085266,0.44113487005233765,0.8778703212738037,2.970370292663574
0.4864114224910736,0.841975748538971,0.4375125765800476,0.8755992650985718,3.0655741691589355
0.4792299270629883,0.8495457768440247,0.4341190457344055,0.8776179552078247,3.035081624984741
0.478430837392807,0.8423542976379395,0.43139201402664185,0.8819076418876648,3.119927406311035
0.47360360622406006,0.8493565320968628,0.4295315742492676,0.8856926560401917,3.145273208618164
0.4702001214027405,0.8480318188667297,0.42750078439712524,0.8864496350288391,3.1153674125671387
0.470735102891922,0.8487887978553772,0.42462384700775146,0.8869543075561523,3.118234157562256
0.4635161757469177,0.8616578578948975,0.4202560782432556,0.8854403495788574,3.06339168548584
0.4629582166671753,0.8470855355262756,0.41704291105270386,0.8849356770515442,3.113189697265625
0.4572412967681885,0.85162752866745,0.4143890142440796,0.8846833109855652,3.0284476280212402
0.4605329632759094,0.8497350215911865,0.41217657923698425,0.8846833109855652,3.0987613201141357
0.4510498642921448,0.8546555638313293,0.41027212142944336,0.882412314414978,3.114651918411255
0.4543459415435791,0.8514382839202881,0.40885666012763977,0.882412314414978,3.1471617221832275
0.45062947273254395,0.8554125428199768,0.40677300095558167,0.8826646208763123,3.1198325157165527
0.4517805576324463,0.8601438403129578,0.4038625955581665,0.8811506628990173,3.0664615631103516
0.4508749842643738,0.8559803366661072,0.4017333984375,0.8819076418876648,3.105196475982666
0.44452163577079773,0.8565480709075928,0.40018677711486816,0.8811506628990173,3.1068003177642822
0.4432593584060669,0.8546555638313293,0.3976806104183197,0.8821600079536438,3.107442617416382
0.43463703989982605,0.8644965887069702,0.39537757635116577,0.8849356770515442,3.1104466915130615
0.4368806481361389,0.8590083122253418,0.39306995272636414,0.8879636526107788,3.0806045532226562
0.43487444519996643,0.8641180992126465,0.3898417055606842,0.8897299766540527,3.1200685501098633
0.43451374769210815,0.8620363473892212,0.3852015435695648,0.8907393217086792,3.111663341522217
0.4307180643081665,0.8631718158721924,0.3801598846912384,0.8899823427200317,3.093196153640747
0.41688305139541626,0.8663890957832336,0.3740716576576233,0.8927580118179321,3.0976431369781494
0.42224323749542236,0.8641180992126465,0.3660472333431244,0.89629065990448,3.1358957290649414
0.41242003440856934,0.8650643229484558,0.35614466667175293,0.9010850191116333,3.125619411468506
0.3961826264858246,0.8692278861999512,0.34166979789733887,0.902851402759552,3.080723285675049
0.394817590713501,0.8652535676956177,0.3257540166378021,0.9058793783187866,3.039128303527832
0.38378700613975525,0.8711203336715698,0.313620001077652,0.9066363573074341,3.1037795543670654
0.3876386880874634,0.8673353791236877,0.30561763048171997,0.9071410298347473,3.106492519378662
0.37682271003723145,0.865821361541748,0.2989060878753662,0.9081503748893738,3.156055450439453
0.3769358694553375,0.8675246238708496,0.290692001581192,0.9081503748893738,3.1457719802856445
0.3647853434085846,0.8697956204414368,0.2863481640815735,0.9131971001625061,3.11757755279541
0.36091935634613037,0.8707418441772461,0.28599315881729126,0.9121877551078796,3.143052577972412
0.35425135493278503,0.8773656487464905,0.2852841913700104,0.9169820547103882,3.058974504470825
0.35177895426750183,0.8775548934936523,0.2811702489852905,0.9192531108856201,3.096196174621582
0.3483191728591919,0.880582869052887,0.2782552242279053,0.9215241074562073,3.0369956493377686
0.3422408401966095,0.8771764039993286,0.2730695307254791,0.9235427975654602,3.1274189949035645
0.34437698125839233,0.8803936243057251,0.2678722143173218,0.9217764139175415,3.1567869186401367
0.3349681794643402,0.8862603902816772,0.2599140405654907,0.9225334525108337,3.1852264404296875
0.3295978903770447,0.8875851631164551,0.24990050494670868,0.9293464422225952,3.1774656772613525
0.32300588488578796,0.8883421421051025,0.24372433125972748,0.9298511147499084,2.9800915718078613
0.3379817306995392,0.874526858329773,0.2417689859867096,0.9295988082885742,2.969273090362549
0.315203458070755,0.8955336809158325,0.23842743039131165,0.9316174387931824,2.948958158493042
0.3264935612678528,0.8858819007873535,0.23854783177375793,0.9313651323318481,2.9968342781066895
0.32263216376304626,0.8889099359512329,0.24285632371902466,0.9283370971679688,3.0155746936798096
0.3268742263317108,0.890234649181366,0.24227677285671234,0.929094135761261,3.025033712387085
0.3133443295955658,0.8968584537506104,0.23999352753162384,0.9318698048591614,3.0167970657348633
0.31147563457489014,0.8945874571800232,0.2354046106338501,0.9359071254730225,2.9892020225524902
0.3154779076576233,0.8985617160797119,0.2326955497264862,0.9316174387931824,2.981618881225586
0.30739039182662964,0.8993186950683594,0.23117578029632568,0.9295988082885742,3.0131523609161377
0.30869221687316895,0.8987509608268738,0.22430337965488434,0.9371688365936279,3.0327651500701904
0.3067518472671509,0.8940196633338928,0.221853107213974,0.9371688365936279,3.1223855018615723
0.30909740924835205,0.8947767019271851,0.22367869317531586,0.9341408014297485,3.169797420501709
0.2966316044330597,0.90348219871521,0.21930190920829773,0.9384304881095886,3.131660223007202
0.30140450596809387,0.899886429309845,0.21846723556518555,0.9391874670982361,3.135085105895996
0.30027252435684204,0.8976154327392578,0.22010594606399536,0.9369164705276489,3.077409505844116
0.2878631353378296,0.9023467302322388,0.21953842043876648,0.9374211430549622,3.1237146854400635
0.2825394868850708,0.9101060032844543,0.216130793094635,0.9394398331642151,3.1281566619873047
0.28471726179122925,0.9093489646911621,0.21421271562576294,0.9401968121528625,3.103487491607666
0.282710999250412,0.9061317443847656,0.21183422207832336,0.9409538507461548,3.108895778656006
0.28024137020111084,0.9093489646911621,0.20878253877162933,0.9407014846801758,3.0241289138793945
0.2886312007904053,0.909538209438324,0.2066948115825653,0.9409538507461548,3.1316580772399902
0.2821841537952423,0.9066994786262512,0.20742915570735931,0.9399445056915283,3.1539571285247803
0.2728920578956604,0.9129447340965271,0.2061108946800232,0.9419631361961365,3.0143468379974365
0.27413585782051086,0.9148372411727905,0.20712724328041077,0.9444864988327026,3.0103518962860107
0.2781524062156677,0.9104844927787781,0.20920968055725098,0.9427201747894287,3.0138509273529053
